"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 02월 05일","1.3679","1.2067","1.4951","1.2067","20.31K","13.36%"
"2020년 02월 04일","1.2067","1.0666","1.2436","1.0666","13.53K","13.13%"
"2020년 02월 03일","1.0666","0.9967","1.0779","0.9773","10.96K","7.02%"
"2020년 02월 02일","0.9967","1.0411","1.0877","0.9967","15.31K","-3.20%"
"2020년 02월 01일","1.0297","1.0191","1.0752","0.9937","13.20K","1.04%"
"2020년 01월 31일","1.0191","1.0948","1.1103","0.9821","14.99K","-6.92%"
"2020년 01월 30일","1.0948","0.8812","1.1417","0.8763","15.28K","24.24%"
"2020년 01월 29일","0.8812","0.8186","0.9002","0.8130","11.33K","7.65%"
"2020년 01월 28일","0.8186","0.7888","0.8198","0.7631","12.05K","3.78%"
"2020년 01월 27일","0.7888","0.8019","0.8168","0.7878","12.62K","-1.63%"
"2020년 01월 26일","0.8019","0.8063","0.8189","0.7911","11.35K","-0.55%"
"2020년 01월 25일","0.8063","0.7882","0.8323","0.7513","12.33K","2.29%"
"2020년 01월 24일","0.7882","0.7802","0.8260","0.7411","14.50K","1.03%"
"2020년 01월 23일","0.7802","0.7160","0.7826","0.6733","10.65K","8.97%"
"2020년 01월 22일","0.7160","0.7121","0.8993","0.6991","14.35K","0.55%"
"2020년 01월 21일","0.7121","0.6811","0.7236","0.6799","8.25K","4.55%"
"2020년 01월 20일","0.6811","0.6960","0.7099","0.6800","11.50K","-2.14%"
"2020년 01월 19일","0.6960","0.7163","0.7324","0.6772","11.82K","-2.84%"
"2020년 01월 18일","0.7163","0.7669","0.7968","0.7106","12.64K","-6.60%"
"2020년 01월 17일","0.7669","0.6785","0.9161","0.6724","10.82K","13.04%"
"2020년 01월 16일","0.6785","0.6713","0.6839","0.6405","16.57K","1.07%"
"2020년 01월 15일","0.6713","0.6347","0.6931","0.6324","10.34K","5.76%"
"2020년 01월 14일","0.6347","0.6157","0.6492","0.6102","14.04K","3.08%"
"2020년 01월 13일","0.6157","0.6140","0.6399","0.6110","11.13K","0.28%"
"2020년 01월 12일","0.6140","0.6200","0.6490","0.6099","9.27K","-0.96%"
"2020년 01월 11일","0.6200","0.6426","0.6689","0.6147","11.15K","-3.53%"
"2020년 01월 10일","0.6426","0.6760","0.7153","0.6080","12.02K","-4.94%"
"2020년 01월 09일","0.6760","0.5791","0.7773","0.5582","20.39K","16.74%"
"2020년 01월 08일","0.5791","0.5874","0.5874","0.5507","10.98K","-1.41%"
"2020년 01월 07일","0.5874","0.5941","0.6109","0.5686","9.61K","-1.12%"
"2020년 01월 06일","0.5941","0.5901","0.5981","0.5603","10.43K","0.66%"
